,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.736,0.037,0.667,0.803,0.001,0.0,3556.0,3598.0,1.0
Omega_m,0.284,0.01,0.267,0.301,0.0,0.0,5100.0,5374.0,1.0
alpha,0.93,1.157,-1.097,3.201,0.019,0.014,3482.0,3315.0,1.0
dL[0],6.812,0.1,6.628,6.999,0.001,0.001,6024.0,7576.0,1.0
dL[1],7.566,0.1,7.387,7.756,0.001,0.001,7502.0,8603.0,1.0
dL[2],7.791,0.101,7.618,7.986,0.001,0.001,8090.0,8969.0,1.0
dL[3],8.61,0.104,8.422,8.799,0.001,0.001,10883.0,9319.0,1.0
dL[4],11.798,0.156,11.517,12.062,0.002,0.001,10547.0,8733.0,1.0
dL[5],12.538,0.175,12.221,12.838,0.002,0.002,8994.0,8145.0,1.0
dL[6],13.688,0.21,13.315,14.058,0.003,0.002,7386.0,7435.0,1.0
dL[7],16.656,0.315,16.06,17.19,0.005,0.003,5572.0,6061.0,1.0
dL[8],23.294,0.599,22.174,24.355,0.01,0.007,4487.0,5411.0,1.0
dL[9],24.236,0.642,23.038,25.38,0.01,0.007,4418.0,5182.0,1.0
dL[10],28.857,0.862,27.264,30.411,0.014,0.01,4186.0,4991.0,1.0
dL[11],32.459,1.038,30.515,34.324,0.017,0.012,4079.0,4890.0,1.0
dL[12],37.136,1.273,34.746,39.42,0.021,0.015,3988.0,4840.0,1.0
dL[13],56.124,2.258,51.967,60.261,0.037,0.026,3862.0,4688.0,1.0
dL[14],80.337,3.539,73.888,86.92,0.059,0.042,3813.0,4647.0,1.0
correction,1.077,0.098,0.899,1.265,0.002,0.001,3482.0,3315.0,1.0
Delta[0],23.816,0.0,23.815,23.816,0.0,0.0,5100.0,5374.0,1.0
Delta[1],23.756,0.0,23.756,23.757,0.0,0.0,5100.0,5374.0,1.0
Delta[2],23.782,0.0,23.781,23.783,0.0,0.0,5100.0,5374.0,1.0
Delta[3],23.781,0.001,23.78,23.782,0.0,0.0,5100.0,5374.0,1.0
Delta[4],23.782,0.001,23.781,23.783,0.0,0.0,5100.0,5374.0,1.0
Delta[5],23.773,0.001,23.771,23.774,0.0,0.0,5100.0,5374.0,1.0
Delta[6],23.743,0.001,23.741,23.745,0.0,0.0,5100.0,5374.0,1.0
Delta[7],23.775,0.001,23.773,23.777,0.0,0.0,5100.0,5374.0,1.0
Delta[8],23.771,0.001,23.769,23.773,0.0,0.0,5100.0,5374.0,1.0
Delta[9],23.879,0.001,23.876,23.881,0.0,0.0,5100.0,5374.0,1.0
Delta[10],23.814,0.001,23.811,23.816,0.0,0.0,5100.0,5374.0,1.0
Delta[11],23.877,0.002,23.875,23.88,0.0,0.0,5100.0,5374.0,1.0
Delta[12],23.853,0.002,23.85,23.856,0.0,0.0,5100.0,5374.0,1.0
Delta[13],23.797,0.002,23.793,23.8,0.0,0.0,5100.0,5374.0,1.0
Delta[14],23.823,0.002,23.82,23.827,0.0,0.0,5100.0,5374.0,1.0
Delta[15],23.878,0.002,23.874,23.882,0.0,0.0,5100.0,5374.0,1.0
Delta[16],23.803,0.002,23.799,23.808,0.0,0.0,5100.0,5374.0,1.0
Delta[17],23.747,0.003,23.743,23.752,0.0,0.0,5100.0,5374.0,1.0
Delta[18],23.821,0.003,23.816,23.826,0.0,0.0,5100.0,5374.0,1.0
Delta[19],23.819,0.003,23.813,23.824,0.0,0.0,5100.0,5374.0,1.0
Delta[20],23.803,0.003,23.797,23.808,0.0,0.0,5100.0,5374.0,1.0
Delta[21],23.808,0.003,23.802,23.814,0.0,0.0,5100.0,5374.0,1.0
Delta[22],23.798,0.004,23.791,23.804,0.0,0.0,5100.0,5374.0,1.0
Delta[23],23.797,0.004,23.79,23.804,0.0,0.0,5100.0,5374.0,1.0
Delta[24],23.766,0.004,23.759,23.774,0.0,0.0,5100.0,5374.0,1.0
Delta[25],23.798,0.005,23.79,23.806,0.0,0.0,5100.0,5374.0,1.0
Delta[26],23.835,0.005,23.826,23.843,0.0,0.0,5100.0,5374.0,1.0
Delta[27],23.807,0.005,23.797,23.816,0.0,0.0,5100.0,5374.0,1.0
Delta[28],23.802,0.006,23.791,23.811,0.0,0.0,5100.0,5374.0,1.0
Delta[29],23.813,0.006,23.802,23.824,0.0,0.0,5100.0,5374.0,1.0
Delta[30],23.803,0.007,23.791,23.814,0.0,0.0,5100.0,5374.0,1.0
Delta[31],23.823,0.007,23.811,23.836,0.0,0.0,5100.0,5374.0,1.0
Delta[32],23.797,0.008,23.783,23.81,0.0,0.0,5100.0,5374.0,1.0
Delta[33],23.822,0.008,23.807,23.837,0.0,0.0,5100.0,5374.0,1.0
Delta[34],23.781,0.009,23.764,23.796,0.0,0.0,5100.0,5374.0,1.0
Delta[35],23.773,0.01,23.754,23.79,0.0,0.0,5100.0,5374.0,1.0
Delta[36],23.814,0.011,23.795,23.834,0.0,0.0,5100.0,5374.0,1.0
Delta[37],23.814,0.012,23.793,23.837,0.0,0.0,5100.0,5374.0,1.0
Delta[38],23.775,0.015,23.75,23.802,0.0,0.0,5100.0,5374.0,1.0
Delta[39],23.675,0.017,23.646,23.706,0.0,0.0,5100.0,5374.0,1.0
A,32618819.605,11248.276,32598315.159,32638206.49,179.526,126.954,5100.0,5374.0,1.0
B,1370369.733,236.329,1369938.945,1370776.906,3.773,2.668,5100.0,5374.0,1.0
C,57571.555,0.0,57571.555,57571.555,0.0,0.0,14000.0,14000.0,
