,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.674,0.012,0.652,0.695,0.0,0.0,3183.0,3552.0,1.0
Omega_m,0.225,0.028,0.174,0.279,0.001,0.0,3058.0,3307.0,1.0
dL[0],2.57,0.026,2.523,2.619,0.0,0.0,4972.0,6384.0,1.0
dL[1],6.161,0.056,6.058,6.26,0.001,0.0,13219.0,9934.0,1.0
dL[2],8.679,0.094,8.504,8.854,0.001,0.001,7742.0,8994.0,1.0
dL[3],13.397,0.196,13.02,13.749,0.003,0.002,4993.0,6664.0,1.0
dL[4],15.684,0.253,15.214,16.157,0.004,0.003,4596.0,5621.0,1.0
dL[5],15.716,0.254,15.245,16.191,0.004,0.003,4592.0,5621.0,1.0
dL[6],17.399,0.298,16.856,17.969,0.005,0.003,4409.0,5329.0,1.0
dL[7],18.328,0.323,17.727,18.934,0.005,0.003,4330.0,5188.0,1.0
dL[8],23.461,0.468,22.573,24.324,0.007,0.005,4055.0,4875.0,1.0
dL[9],26.446,0.557,25.395,27.474,0.009,0.006,3959.0,4797.0,1.0
dL[10],32.307,0.735,30.929,33.68,0.012,0.008,3842.0,4623.0,1.0
dL[11],38.892,0.94,37.116,40.645,0.015,0.011,3762.0,4585.0,1.0
dL[12],50.488,1.311,47.96,52.885,0.022,0.015,3681.0,4464.0,1.0
dL[13],51.886,1.357,49.341,54.434,0.022,0.016,3674.0,4478.0,1.0
dL[14],61.316,1.665,58.216,64.462,0.028,0.019,3640.0,4449.0,1.0
