,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.609,0.088,0.484,0.775,0.001,0.001,5726.0,6863.0,1.0
Omega_m,0.599,0.234,0.231,1.0,0.003,0.002,5322.0,6580.0,1.0
dL[0],11.598,0.384,10.897,12.346,0.003,0.002,17673.0,17982.0,1.0
dL[1],18.404,0.589,17.288,19.512,0.003,0.002,33462.0,27433.0,1.0
dL[2],26.922,0.982,25.111,28.822,0.007,0.005,18474.0,19270.0,1.0
dL[3],30.59,1.175,28.382,32.815,0.01,0.007,15786.0,16122.0,1.0
dL[4],68.256,3.42,62.22,74.807,0.036,0.026,10211.0,11001.0,1.0
