,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.695,0.009,0.678,0.712,0.0,0.0,11334.0,13543.0,1.0
Omega_m,0.309,0.026,0.263,0.359,0.0,0.0,11116.0,13269.0,1.0
dL[0],1.098,0.011,1.078,1.118,0.0,0.0,13278.0,16386.0,1.0
dL[1],3.825,0.028,3.772,3.877,0.0,0.0,33264.0,25989.0,1.0
dL[2],9.637,0.102,9.452,9.831,0.001,0.0,22802.0,25091.0,1.0
dL[3],9.942,0.107,9.743,10.14,0.001,0.001,22300.0,24773.0,1.0
dL[4],10.77,0.12,10.54,10.989,0.001,0.001,21148.0,24678.0,1.0
dL[5],10.985,0.124,10.749,11.211,0.001,0.001,20889.0,24618.0,1.0
dL[6],16.047,0.217,15.649,16.462,0.002,0.001,17552.0,22227.0,1.0
dL[7],17.671,0.249,17.211,18.142,0.002,0.001,17029.0,22032.0,1.0
dL[8],21.435,0.325,20.841,22.06,0.003,0.002,16245.0,21293.0,1.0
dL[9],21.466,0.326,20.872,22.093,0.003,0.002,16239.0,21269.0,1.0
dL[10],29.128,0.486,28.217,30.038,0.004,0.003,15370.0,20002.0,1.0
dL[11],31.613,0.54,30.6,32.62,0.004,0.003,15198.0,19971.0,1.0
dL[12],32.8,0.565,31.738,33.854,0.005,0.003,15125.0,19930.0,1.0
dL[13],33.362,0.578,32.277,34.438,0.005,0.003,15093.0,19878.0,1.0
dL[14],34.068,0.593,32.96,35.179,0.005,0.003,15055.0,19764.0,1.0
dL[15],35.492,0.624,34.332,36.666,0.005,0.004,14984.0,19693.0,1.0
dL[16],38.518,0.69,37.237,39.819,0.006,0.004,14852.0,19642.0,1.0
dL[17],42.029,0.767,40.612,43.482,0.006,0.004,14726.0,19561.0,1.0
dL[18],44.662,0.826,43.135,46.222,0.007,0.005,14648.0,19371.0,1.0
dL[19],45.721,0.849,44.148,47.323,0.007,0.005,14619.0,19421.0,1.0
dL[20],48.166,0.903,46.494,49.873,0.008,0.005,14557.0,19341.0,1.0
dL[21],52.909,1.009,51.029,54.804,0.008,0.006,14456.0,19203.0,1.0
dL[22],56.395,1.088,54.366,58.435,0.009,0.006,14393.0,19203.0,1.0
dL[23],56.984,1.101,54.931,59.049,0.009,0.007,14383.0,19146.0,1.0
dL[24],65.412,1.291,62.994,67.826,0.011,0.008,14264.0,19002.0,1.0
