,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.682,0.008,0.668,0.696,0.0,0.0,2420.0,3038.0,1.0
Omega_m,0.343,0.025,0.296,0.39,0.001,0.0,2353.0,3006.0,1.0
dGW[0],0.774,0.007,0.762,0.787,0.0,0.0,2591.0,3303.0,1.0
dGW[1],0.937,0.008,0.922,0.951,0.0,0.0,2647.0,3414.0,1.0
dGW[2],1.241,0.009,1.224,1.258,0.0,0.0,2781.0,3754.0,1.0
dGW[3],1.32,0.01,1.302,1.338,0.0,0.0,2820.0,3828.0,1.0
dGW[4],1.441,0.01,1.422,1.459,0.0,0.0,2882.0,3911.0,1.0
dGW[5],1.473,0.01,1.454,1.492,0.0,0.0,2899.0,3884.0,1.0
dGW[6],1.553,0.011,1.533,1.572,0.0,0.0,2945.0,3939.0,1.0
dGW[7],1.573,0.011,1.553,1.592,0.0,0.0,2957.0,3952.0,1.0
dGW[8],1.58,0.011,1.56,1.599,0.0,0.0,2961.0,3960.0,1.0
dGW[9],1.596,0.011,1.576,1.615,0.0,0.0,2971.0,3967.0,1.0
dGW[10],1.653,0.011,1.633,1.673,0.0,0.0,3008.0,4052.0,1.0
dGW[11],1.709,0.011,1.688,1.729,0.0,0.0,3045.0,4099.0,1.0
dGW[12],1.718,0.011,1.697,1.738,0.0,0.0,3052.0,4095.0,1.0
dGW[13],1.72,0.011,1.7,1.741,0.0,0.0,3053.0,4100.0,1.0
dGW[14],1.745,0.011,1.725,1.766,0.0,0.0,3071.0,4113.0,1.0
dGW[15],1.795,0.011,1.774,1.816,0.0,0.0,3106.0,4311.0,1.0
dGW[16],1.855,0.012,1.833,1.876,0.0,0.0,3152.0,4413.0,1.0
dGW[17],1.893,0.012,1.871,1.914,0.0,0.0,3183.0,4564.0,1.0
dGW[18],1.903,0.012,1.881,1.924,0.0,0.0,3191.0,4556.0,1.0
dGW[19],1.951,0.012,1.929,1.972,0.0,0.0,3232.0,4578.0,1.0
dGW[20],1.963,0.012,1.94,1.984,0.0,0.0,3242.0,4642.0,1.0
dGW[21],1.971,0.012,1.948,1.992,0.0,0.0,3249.0,4642.0,1.0
dGW[22],2.058,0.012,2.036,2.081,0.0,0.0,3332.0,4735.0,1.0
dGW[23],2.059,0.012,2.036,2.081,0.0,0.0,3333.0,4774.0,1.0
dGW[24],2.098,0.012,2.075,2.12,0.0,0.0,3372.0,4743.0,1.0
dGW[25],2.151,0.013,2.128,2.174,0.0,0.0,3428.0,4941.0,1.0
dGW[26],2.175,0.013,2.152,2.198,0.0,0.0,3455.0,4935.0,1.0
dGW[27],2.188,0.013,2.165,2.211,0.0,0.0,3468.0,4937.0,1.0
dGW[28],2.223,0.013,2.2,2.247,0.0,0.0,3508.0,5010.0,1.0
dGW[29],2.232,0.013,2.209,2.256,0.0,0.0,3518.0,4971.0,1.0
dGW[30],2.234,0.013,2.211,2.258,0.0,0.0,3521.0,4998.0,1.0
dGW[31],2.344,0.013,2.32,2.367,0.0,0.0,3657.0,5242.0,1.0
dGW[32],2.348,0.013,2.325,2.372,0.0,0.0,3663.0,5242.0,1.0
dGW[33],2.43,0.013,2.406,2.454,0.0,0.0,3777.0,5396.0,1.0
dGW[34],2.432,0.013,2.408,2.456,0.0,0.0,3780.0,5411.0,1.0
dGW[35],2.449,0.013,2.425,2.473,0.0,0.0,3804.0,5409.0,1.0
dGW[36],2.461,0.013,2.437,2.485,0.0,0.0,3822.0,5441.0,1.0
dGW[37],2.465,0.013,2.441,2.489,0.0,0.0,3828.0,5441.0,1.0
dGW[38],2.468,0.013,2.443,2.492,0.0,0.0,3832.0,5486.0,1.0
dGW[39],2.477,0.013,2.453,2.501,0.0,0.0,3846.0,5507.0,1.0
dGW[40],2.484,0.013,2.459,2.508,0.0,0.0,3856.0,5507.0,1.0
dGW[41],2.494,0.013,2.47,2.518,0.0,0.0,3871.0,5540.0,1.0
dGW[42],2.59,0.014,2.564,2.613,0.0,0.0,4028.0,5657.0,1.0
