,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.608,0.069,0.468,0.731,0.002,0.001,1876.0,1965.0,1.0
Omega_m,0.317,0.156,0.099,0.631,0.004,0.003,1884.0,1901.0,1.0
dL[0],11.092,0.287,10.552,11.625,0.005,0.004,2946.0,4430.0,1.0
dL[1],13.666,0.28,13.156,14.201,0.004,0.003,4693.0,7010.0,1.0
dL[2],18.34,0.33,17.722,18.949,0.003,0.002,12282.0,9745.0,1.0
dL[3],19.361,0.354,18.722,20.038,0.003,0.002,11682.0,9589.0,1.0
dL[4],22.854,0.465,21.972,23.716,0.006,0.004,6560.0,7794.0,1.0
dL[5],25.01,0.55,23.976,26.049,0.008,0.005,5041.0,7338.0,1.0
dL[6],31.93,0.87,30.317,33.586,0.015,0.011,3350.0,5193.0,1.0
dL[7],35.55,1.055,33.585,37.543,0.019,0.013,3037.0,4756.0,1.0
dL[8],35.679,1.062,33.723,37.706,0.019,0.014,3027.0,4708.0,1.0
dL[9],41.26,1.361,38.759,43.882,0.026,0.018,2771.0,4344.0,1.0
dL[10],42.079,1.407,39.506,44.798,0.027,0.019,2745.0,4251.0,1.0
dL[11],44.3,1.53,41.436,47.185,0.029,0.021,2682.0,4049.0,1.0
dL[12],47.256,1.696,44.071,50.445,0.033,0.023,2616.0,3769.0,1.0
dL[13],48.611,1.773,45.299,51.953,0.035,0.024,2590.0,3756.0,1.0
dL[14],62.948,2.612,58.095,67.87,0.053,0.037,2421.0,3392.0,1.0
