,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.719,0.045,0.635,0.804,0.001,0.001,3745.0,3891.0,1.0
Omega_m,0.274,0.089,0.131,0.437,0.001,0.001,3737.0,3847.0,1.0
dL[0],6.842,0.1,6.659,7.036,0.001,0.001,6312.0,9534.0,1.0
dL[1],7.59,0.098,7.411,7.78,0.001,0.001,8350.0,11650.0,1.0
dL[2],7.813,0.098,7.629,7.997,0.001,0.001,9303.0,12653.0,1.0
dL[3],8.623,0.099,8.438,8.809,0.001,0.001,14305.0,15462.0,1.0
dL[4],11.77,0.148,11.487,12.041,0.001,0.001,12549.0,14520.0,1.0
dL[5],12.498,0.168,12.187,12.815,0.002,0.001,10058.0,12750.0,1.0
dL[6],13.629,0.203,13.247,14.006,0.002,0.002,7898.0,10343.0,1.0
dL[7],16.545,0.309,15.968,17.122,0.004,0.003,5791.0,7313.0,1.0
dL[8],23.048,0.589,21.951,24.165,0.009,0.006,4715.0,5542.0,1.0
dL[9],23.969,0.631,22.805,25.18,0.009,0.007,4654.0,5496.0,1.0
dL[10],28.488,0.845,26.858,30.04,0.013,0.009,4455.0,5237.0,1.0
dL[11],32.009,1.018,30.136,33.968,0.015,0.011,4364.0,5230.0,1.0
dL[12],36.577,1.247,34.243,38.939,0.019,0.013,4287.0,5017.0,1.0
dL[13],55.115,2.214,50.965,59.334,0.034,0.024,4144.0,4783.0,1.0
dL[14],78.752,3.493,72.202,85.406,0.054,0.039,4080.0,4594.0,1.0
