,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.675,0.01,0.658,0.694,0.0,0.0,3057.0,2656.0,1.0
Omega_m,0.217,0.025,0.173,0.257,0.001,0.0,3037.0,2696.0,1.0
dL[0],0.975,0.012,0.952,0.995,0.0,0.0,3499.0,3577.0,1.0
dL[1],8.062,0.088,7.901,8.229,0.001,0.001,9420.0,5855.0,1.0
dL[2],9.439,0.113,9.224,9.642,0.001,0.001,8193.0,5610.0,1.0
dL[3],12.458,0.174,12.14,12.774,0.003,0.002,6378.0,4049.0,1.0
dL[4],13.985,0.208,13.607,14.37,0.003,0.002,5891.0,3797.0,1.0
dL[5],14.631,0.223,14.232,15.05,0.003,0.002,5732.0,3759.0,1.0
dL[6],16.801,0.274,16.273,17.282,0.004,0.003,5321.0,3636.0,1.0
dL[7],19.081,0.331,18.467,19.689,0.005,0.004,5032.0,3577.0,1.0
dL[8],23.753,0.454,22.95,24.618,0.008,0.005,4666.0,3541.0,1.0
dL[9],24.984,0.487,24.117,25.907,0.008,0.006,4601.0,3542.0,1.0
dL[10],39.935,0.908,38.322,41.642,0.016,0.011,4194.0,3276.0,1.0
dL[11],61.969,1.559,59.247,64.95,0.028,0.02,3994.0,3189.0,1.0
dL[12],62.508,1.575,59.757,65.519,0.029,0.02,3992.0,3172.0,1.0
dL[13],62.598,1.578,59.843,65.614,0.029,0.02,3991.0,3172.0,1.0
dL[14],79.976,2.103,76.323,84.011,0.038,0.027,3922.0,3171.0,1.0
