,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.701,0.007,0.69,0.711,0.0,0.0,5709.0,4615.0,1.0
Omega_m,0.284,0.01,0.267,0.301,0.0,0.0,4478.0,4080.0,1.0
alpha,0.002,0.334,-0.479,0.462,0.009,0.009,4151.0,3512.0,1.0
dL[0],0.069,0.001,0.068,0.07,0.0,0.0,5726.0,4660.0,1.0
dL[1],0.069,0.001,0.068,0.07,0.0,0.0,5726.0,4660.0,1.0
dL[2],0.176,0.002,0.174,0.179,0.0,0.0,5756.0,4649.0,1.0
dL[3],0.185,0.002,0.183,0.188,0.0,0.0,5758.0,4621.0,1.0
dL[4],0.213,0.002,0.21,0.216,0.0,0.0,5767.0,4609.0,1.0
dL[5],0.217,0.002,0.215,0.221,0.0,0.0,5769.0,4609.0,1.0
dL[6],0.217,0.002,0.215,0.221,0.0,0.0,5769.0,4609.0,1.0
dL[7],0.25,0.002,0.247,0.253,0.0,0.0,5778.0,4608.0,1.0
dL[8],0.325,0.003,0.321,0.329,0.0,0.0,5802.0,4600.0,1.0
dL[9],0.325,0.003,0.321,0.329,0.0,0.0,5802.0,4600.0,1.0
dL[10],0.334,0.003,0.33,0.339,0.0,0.0,5806.0,4600.0,1.0
dL[11],0.344,0.003,0.339,0.349,0.0,0.0,5809.0,4587.0,1.0
dL[12],0.349,0.003,0.344,0.354,0.0,0.0,5811.0,4587.0,1.0
dL[13],0.363,0.003,0.358,0.368,0.0,0.0,5816.0,4605.0,1.0
dL[14],0.368,0.003,0.363,0.373,0.0,0.0,5817.0,4605.0,1.0
dL[15],0.373,0.003,0.368,0.378,0.0,0.0,5819.0,4605.0,1.0
dL[16],0.373,0.003,0.368,0.378,0.0,0.0,5819.0,4605.0,1.0
dL[17],0.382,0.003,0.377,0.388,0.0,0.0,5822.0,4605.0,1.0
dL[18],0.387,0.004,0.382,0.392,0.0,0.0,5824.0,4605.0,1.0
dL[19],0.406,0.004,0.401,0.412,0.0,0.0,5831.0,4601.0,1.0
dL[20],0.421,0.004,0.416,0.427,0.0,0.0,5836.0,4583.0,1.0
dL[21],0.421,0.004,0.416,0.427,0.0,0.0,5836.0,4583.0,1.0
dL[22],0.45,0.004,0.445,0.457,0.0,0.0,5847.0,4588.0,1.0
dL[23],0.47,0.004,0.464,0.476,0.0,0.0,5855.0,4581.0,1.0
dL[24],0.505,0.004,0.498,0.511,0.0,0.0,5868.0,4637.0,1.0
dL[25],0.515,0.005,0.508,0.521,0.0,0.0,5873.0,4637.0,1.0
dL[26],0.519,0.005,0.513,0.526,0.0,0.0,5874.0,4638.0,1.0
dL[27],0.529,0.005,0.523,0.537,0.0,0.0,5878.0,4655.0,1.0
dL[28],0.55,0.005,0.543,0.557,0.0,0.0,5886.0,4680.0,1.0
dL[29],0.555,0.005,0.548,0.562,0.0,0.0,5888.0,4697.0,1.0
dL[30],0.56,0.005,0.553,0.567,0.0,0.0,5889.0,4697.0,1.0
dL[31],0.57,0.005,0.563,0.577,0.0,0.0,5894.0,4703.0,1.0
dL[32],0.57,0.005,0.563,0.577,0.0,0.0,5894.0,4703.0,1.0
dL[33],0.585,0.005,0.578,0.592,0.0,0.0,5900.0,4703.0,1.0
dL[34],0.585,0.005,0.578,0.592,0.0,0.0,5900.0,4703.0,1.0
dL[35],0.59,0.005,0.583,0.598,0.0,0.0,5903.0,4703.0,1.0
dL[36],0.605,0.005,0.598,0.613,0.0,0.0,5909.0,4727.0,1.0
dL[37],0.615,0.005,0.608,0.623,0.0,0.0,5913.0,4813.0,1.0
dL[38],0.631,0.005,0.623,0.639,0.0,0.0,5920.0,4839.0,1.0
dL[39],0.636,0.005,0.628,0.644,0.0,0.0,5922.0,4824.0,1.0
dL[40],0.641,0.006,0.633,0.649,0.0,0.0,5924.0,4828.0,1.0
dL[41],0.646,0.006,0.638,0.654,0.0,0.0,5927.0,4828.0,1.0
dL[42],0.667,0.006,0.658,0.675,0.0,0.0,5936.0,4832.0,1.0
dL[43],0.687,0.006,0.679,0.696,0.0,0.0,5945.0,4869.0,1.0
dL[44],0.687,0.006,0.679,0.696,0.0,0.0,5945.0,4869.0,1.0
dL[45],0.718,0.006,0.71,0.727,0.0,0.0,5961.0,4880.0,1.0
dL[46],0.724,0.006,0.715,0.733,0.0,0.0,5963.0,4886.0,1.0
dL[47],0.734,0.006,0.725,0.743,0.0,0.0,5968.0,4898.0,1.0
dL[48],0.739,0.006,0.73,0.748,0.0,0.0,5970.0,4887.0,1.0
dL[49],0.787,0.007,0.777,0.796,0.0,0.0,5993.0,4880.0,1.0
dL[50],0.383,0.004,0.378,0.388,0.0,0.0,5823.0,4605.0,1.0
dL[51],0.718,0.006,0.709,0.727,0.0,0.0,5960.0,4893.0,1.0
dL[52],0.847,0.007,0.837,0.858,0.0,0.0,6025.0,4955.0,1.0
dL[53],1.06,0.008,1.048,1.072,0.0,0.0,6152.0,5076.0,1.0
dL[54],1.123,0.009,1.111,1.136,0.0,0.0,6194.0,5111.0,1.0
dL[55],1.173,0.009,1.16,1.186,0.0,0.0,6229.0,5067.0,1.0
dL[56],1.193,0.009,1.18,1.206,0.0,0.0,6242.0,5057.0,1.0
dL[57],1.25,0.009,1.237,1.264,0.0,0.0,6283.0,5033.0,1.0
dL[58],1.461,0.01,1.447,1.477,0.0,0.0,6456.0,5035.0,1.0
dL[59],1.463,0.01,1.449,1.479,0.0,0.0,6458.0,5035.0,1.0
dL[60],1.474,0.01,1.459,1.49,0.0,0.0,6467.0,5034.0,1.0
dL[61],1.486,0.01,1.471,1.502,0.0,0.0,6479.0,5039.0,1.0
dL[62],1.525,0.011,1.509,1.54,0.0,0.0,6514.0,5039.0,1.0
dL[63],1.535,0.011,1.521,1.552,0.0,0.0,6524.0,5022.0,1.0
dL[64],1.538,0.011,1.524,1.555,0.0,0.0,6527.0,4996.0,1.0
dL[65],1.638,0.011,1.623,1.655,0.0,0.0,6624.0,5422.0,1.0
dL[66],1.661,0.011,1.645,1.678,0.0,0.0,6648.0,5422.0,1.0
dL[67],1.67,0.011,1.654,1.687,0.0,0.0,6657.0,5429.0,1.0
dL[68],1.78,0.012,1.763,1.797,0.0,0.0,6781.0,5515.0,1.0
dL[69],1.845,0.012,1.828,1.863,0.0,0.0,6859.0,5550.0,1.0
dL[70],1.858,0.012,1.841,1.876,0.0,0.0,6875.0,5521.0,1.0
dL[71],1.935,0.012,1.917,1.953,0.0,0.0,6974.0,5629.0,1.0
dL[72],1.935,0.012,1.918,1.954,0.0,0.0,6976.0,5629.0,1.0
dL[73],2.036,0.013,2.017,2.055,0.0,0.0,7111.0,5824.0,1.0
dL[74],2.082,0.013,2.063,2.101,0.0,0.0,7182.0,5830.0,1.0
dL[75],2.169,0.013,2.15,2.189,0.0,0.0,7312.0,5720.0,1.0
dL[76],2.286,0.013,2.267,2.307,0.0,0.0,7494.0,5743.0,1.0
dL[77],2.291,0.013,2.271,2.312,0.0,0.0,7502.0,5743.0,1.0
dL[78],2.318,0.013,2.299,2.339,0.0,0.0,7546.0,5823.0,1.0
dL[79],2.33,0.014,2.31,2.35,0.0,0.0,7565.0,5838.0,1.0
dL[80],2.365,0.014,2.345,2.386,0.0,0.0,7629.0,5831.0,1.0
dL[81],2.418,0.014,2.397,2.439,0.0,0.0,7729.0,5864.0,1.0
dL[82],2.496,0.014,2.475,2.517,0.0,0.0,7872.0,6005.0,1.0
dL[83],2.777,0.015,2.754,2.799,0.0,0.0,8447.0,6364.0,1.0
dL[84],2.801,0.015,2.778,2.823,0.0,0.0,8503.0,6399.0,1.0
dL[85],2.894,0.015,2.87,2.916,0.0,0.0,8727.0,6627.0,1.0
dL[86],2.898,0.015,2.874,2.921,0.0,0.0,8739.0,6637.0,1.0
dL[87],2.914,0.015,2.891,2.937,0.0,0.0,8780.0,6607.0,1.0
dL[88],2.915,0.015,2.891,2.938,0.0,0.0,8781.0,6620.0,1.0
dL[89],2.921,0.015,2.897,2.943,0.0,0.0,8797.0,6632.0,1.0
dL[90],2.921,0.015,2.898,2.945,0.0,0.0,8799.0,6632.0,1.0
dL[91],2.976,0.015,2.951,2.998,0.0,0.0,8940.0,6704.0,1.0
dL[92],3.048,0.016,3.024,3.072,0.0,0.0,9133.0,6688.0,1.0
dL[93],3.074,0.016,3.049,3.097,0.0,0.0,9203.0,6746.0,1.0
dL[94],3.236,0.016,3.211,3.261,0.0,0.0,9683.0,7066.0,1.0
dL[95],3.25,0.016,3.225,3.275,0.0,0.0,9727.0,7121.0,1.0
dL[96],3.265,0.016,3.239,3.29,0.0,0.0,9775.0,7189.0,1.0
dL[97],3.291,0.016,3.265,3.316,0.0,0.0,9856.0,7279.0,1.0
dL[98],3.292,0.016,3.267,3.317,0.0,0.0,9862.0,7279.0,1.0
dL[99],3.311,0.016,3.286,3.337,0.0,0.0,9922.0,7371.0,1.0
dL[100],3.371,0.016,3.345,3.397,0.0,0.0,10111.0,7439.0,1.0
dL[101],3.438,0.017,3.412,3.464,0.0,0.0,10324.0,7617.0,1.0
dL[102],3.439,0.017,3.413,3.465,0.0,0.0,10328.0,7617.0,1.0
dL[103],3.442,0.017,3.416,3.468,0.0,0.0,10336.0,7617.0,1.0
dL[104],3.444,0.017,3.418,3.471,0.0,0.0,10344.0,7579.0,1.0
dL[105],3.462,0.017,3.436,3.488,0.0,0.0,10401.0,7579.0,1.0
dL[106],3.485,0.017,3.459,3.512,0.0,0.0,10475.0,7677.0,1.0
dL[107],3.485,0.017,3.459,3.512,0.0,0.0,10477.0,7677.0,1.0
dL[108],3.544,0.017,3.517,3.571,0.0,0.0,10667.0,7931.0,1.0
dL[109],3.556,0.017,3.529,3.583,0.0,0.0,10704.0,7931.0,1.0
dL[110],3.564,0.017,3.537,3.591,0.0,0.0,10732.0,7956.0,1.0
dL[111],3.587,0.017,3.561,3.615,0.0,0.0,10807.0,7777.0,1.0
dL[112],3.611,0.017,3.584,3.638,0.0,0.0,10883.0,7786.0,1.0
dL[113],3.626,0.017,3.598,3.653,0.0,0.0,10934.0,7727.0,1.0
dL[114],3.679,0.017,3.652,3.707,0.0,0.0,11108.0,7887.0,1.0
dL[115],3.741,0.018,3.713,3.769,0.0,0.0,11304.0,8093.0,1.0
dL[116],3.771,0.018,3.743,3.799,0.0,0.0,11404.0,7995.0,1.0
dL[117],3.777,0.018,3.748,3.805,0.0,0.0,11421.0,7911.0,1.0
dL[118],3.82,0.018,3.791,3.848,0.0,0.0,11567.0,7876.0,1.0
dL[119],3.844,0.018,3.815,3.872,0.0,0.0,11647.0,7878.0,1.0
dL[120],3.867,0.018,3.837,3.895,0.0,0.0,11727.0,8141.0,1.0
dL[121],3.884,0.018,3.854,3.912,0.0,0.0,11783.0,8085.0,1.0
dL[122],3.921,0.018,3.891,3.95,0.0,0.0,11915.0,8189.0,1.0
dL[123],3.947,0.018,3.916,3.975,0.0,0.0,12016.0,8220.0,1.0
dL[124],3.998,0.019,3.967,4.027,0.0,0.0,12225.0,8278.0,1.0
dL[125],4.015,0.019,3.985,4.045,0.0,0.0,12307.0,8249.0,1.0
dL[126],4.019,0.019,3.989,4.049,0.0,0.0,12325.0,8249.0,1.0
dL[127],4.019,0.019,3.989,4.049,0.0,0.0,12327.0,8249.0,1.0
dL[128],4.041,0.019,4.011,4.072,0.0,0.0,12418.0,8287.0,1.0
dL[129],4.058,0.019,4.028,4.089,0.0,0.0,12509.0,8379.0,1.0
dL[130],4.07,0.019,4.039,4.1,0.0,0.0,12572.0,8348.0,1.0
