,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.697,0.008,0.685,0.71,0.0,0.0,4543.0,4101.0,1.0
Omega_m,0.284,0.009,0.268,0.301,0.0,0.0,5340.0,4551.0,1.0
alpha,-0.302,0.463,-0.78,0.162,0.014,0.014,4400.0,3866.0,1.0
dL[0],0.682,0.007,0.672,0.692,0.0,0.0,4713.0,4338.0,1.0
dL[1],0.775,0.007,0.764,0.786,0.0,0.0,4746.0,4417.0,1.0
dL[2],0.881,0.008,0.869,0.894,0.0,0.0,4791.0,4443.0,1.0
dL[3],1.008,0.009,0.995,1.022,0.0,0.0,4855.0,4539.0,1.0
dL[4],1.228,0.011,1.212,1.244,0.0,0.0,5015.0,4740.0,1.0
dL[5],1.242,0.011,1.226,1.258,0.0,0.0,5027.0,4746.0,1.0
dL[6],1.381,0.011,1.364,1.399,0.0,0.0,5167.0,5374.0,1.0
dL[7],1.468,0.012,1.451,1.487,0.0,0.0,5266.0,5435.0,1.0
dL[8],1.631,0.013,1.611,1.65,0.0,0.0,5480.0,6111.0,1.0
dL[9],1.678,0.013,1.658,1.697,0.0,0.0,5547.0,6150.0,1.0
dL[10],1.8,0.013,1.78,1.821,0.0,0.0,5738.0,6357.0,1.0
dL[11],1.881,0.014,1.86,1.902,0.0,0.0,5873.0,6492.0,1.0
dL[12],1.947,0.014,1.926,1.969,0.0,0.0,5946.0,6598.0,1.0
dL[13],1.987,0.014,1.966,2.009,0.0,0.0,5999.0,6444.0,1.0
dL[14],2.009,0.014,1.988,2.031,0.0,0.0,6029.0,6480.0,1.0
dL[15],2.02,0.014,1.999,2.042,0.0,0.0,6044.0,6503.0,1.0
dL[16],2.032,0.014,2.01,2.054,0.0,0.0,6060.0,6494.0,1.0
dL[17],2.042,0.014,2.02,2.064,0.0,0.0,6074.0,6509.0,1.0
dL[18],2.063,0.014,2.042,2.086,0.0,0.0,6105.0,6523.0,1.0
dL[19],2.077,0.014,2.055,2.099,0.0,0.0,6123.0,6504.0,1.0
dL[20],2.099,0.014,2.078,2.122,0.0,0.0,6154.0,6540.0,1.0
dL[21],2.129,0.014,2.107,2.152,0.0,0.0,6199.0,6531.0,1.0
dL[22],2.132,0.014,2.11,2.155,0.0,0.0,6203.0,6531.0,1.0
dL[23],2.149,0.014,2.127,2.172,0.0,0.0,6229.0,6541.0,1.0
dL[24],2.167,0.015,2.145,2.19,0.0,0.0,6257.0,6549.0,1.0
dL[25],2.179,0.015,2.156,2.202,0.0,0.0,6273.0,6550.0,1.0
dL[26],2.183,0.015,2.16,2.206,0.0,0.0,6280.0,6564.0,1.0
dL[27],2.22,0.015,2.197,2.243,0.0,0.0,6337.0,6749.0,1.0
dL[28],2.234,0.015,2.211,2.257,0.0,0.0,6357.0,6768.0,1.0
dL[29],2.258,0.015,2.234,2.28,0.0,0.0,6395.0,6859.0,1.0
dL[30],2.261,0.015,2.238,2.284,0.0,0.0,6400.0,6859.0,1.0
dL[31],2.273,0.015,2.25,2.296,0.0,0.0,6419.0,6847.0,1.0
dL[32],2.289,0.015,2.266,2.312,0.0,0.0,6443.0,6912.0,1.0
dL[33],2.315,0.015,2.291,2.338,0.0,0.0,6482.0,6931.0,1.0
dL[34],2.359,0.015,2.335,2.383,0.0,0.0,6553.0,7004.0,1.0
dL[35],2.361,0.015,2.337,2.385,0.0,0.0,6555.0,7036.0,1.0
dL[36],2.382,0.015,2.358,2.405,0.0,0.0,6588.0,7079.0,1.0
dL[37],2.389,0.015,2.365,2.413,0.0,0.0,6600.0,7122.0,1.0
dL[38],2.409,0.015,2.385,2.433,0.0,0.0,6634.0,7122.0,1.0
dL[39],2.427,0.015,2.403,2.451,0.0,0.0,6663.0,7111.0,1.0
dL[40],2.479,0.015,2.454,2.502,0.0,0.0,6749.0,7165.0,1.0
dL[41],2.503,0.015,2.479,2.527,0.0,0.0,6790.0,7154.0,1.0
dL[42],2.543,0.016,2.519,2.568,0.0,0.0,6862.0,7098.0,1.0
dL[43],2.552,0.016,2.527,2.576,0.0,0.0,6877.0,7098.0,1.0
dL[44],2.597,0.016,2.573,2.623,0.0,0.0,6959.0,7168.0,1.0
dL[45],2.616,0.016,2.592,2.641,0.0,0.0,6992.0,7146.0,1.0
dL[46],2.629,0.016,2.605,2.655,0.0,0.0,7018.0,7092.0,1.0
