## generated by gwcatalog
# version: dev - 2022-08-12T18:03:47Z (UTC)
# cosmology: ΛCDM (Ωm = 0.284, h = 0.7)
# observatory: ET (forecast)
# event type: BNSs
# number of events: 1500

# units: none, Gpc, Gpc
redshift,luminosity_distance,error
0.11147108099718325,0.5207803589278479,0.008775186681148813
0.1356479522393554,0.6272506524907633,0.013180865837330096
0.1401978600428022,0.6674785047042106,0.014116889230154608
0.14852112195096645,0.7216941216343121,0.015918260948871596
0.1743981367723379,0.8480885769631921,0.022266556154793924
0.18349170690074568,0.8952247255184242,0.024770880154692473
0.21124173455160422,1.103499970425612,0.033313387333163955
0.2170598527662471,1.0683624057022592,0.03527904972683981
0.22022125892749,1.1212061213300037,0.036372842708143775
0.23056373049150744,1.113607865006851,0.04007844655144631
0.23939377127735864,1.2173393816136988,0.043397574841965415
0.24527909119417238,1.250986994139538,0.04568994996000831
0.24782728401649948,1.1722684175652274,0.04670248261093275
0.2879292904465378,1.4587176569672586,0.06425151537322867
0.29002037300440225,1.4274479279910675,0.06525094210245107
0.29398641012447596,1.5420715083603591,0.06716975634181195
0.29836836238901243,1.44286657641132,0.06932530960302699
0.30672804866870174,1.5821116203869838,0.07354143736572447
0.311004383535458,1.5850565970746782,0.07575108570833441
0.3207097365865612,1.7434298927163296,0.08089963247648006
0.324019934565803,1.688756065677424,0.08269825547995258
0.32548498592546793,1.7621844071902688,0.08350124663832093
0.3260339825177943,1.5527782883980987,0.08380324918409417
0.32977393220975204,1.686191743148755,0.08587655463842395
0.33079193211910846,1.6867801930909077,0.08644572647685851
0.33515866178342885,1.8997386649918901,0.08891067855342312
0.33681927753614266,1.7434964889015245,0.08985808140545413
0.3392986874931805,1.6338238468744737,0.09128290359427908
0.3457578362315634,1.7496142609328758,0.0950527278484587
0.3506020240020062,2.1192400645750435,0.09793517053480742
0.3555510765776528,1.8152453545621587,0.10092902720384661
0.35855734964289004,1.9480690136397774,0.1027718825531505
0.36003201293820764,1.791617316620969,0.1036825711994113
0.3638961904802855,1.8185730001520912,0.10608992383336932
0.3676746511740946,2.098890588398969,0.1084733313389111
0.3742108244255366,2.018151968069873,0.11266524420606759
0.37693593385305063,2.073004674157287,0.11443885738506845
0.3847988531353429,2.071344803582952,0.11964207052477209
0.39018226903774766,2.144283452522783,0.12327813933193797
0.3931716140659362,1.9803955962697368,0.1253231348370926
0.39498531534936127,2.1973364410344103,0.12657292162168926
0.39564116132445915,2.282845973906306,0.12702653561598154
0.39603082435888987,2.1783464284023593,0.1272964685321515
0.3969885829607103,2.0383915680616203,0.12796128300822482
0.4106284061098983,2.335863802565453,0.13763686388129923
0.4217287116100028,2.034177534264068,0.1457988378139871
0.42291731571667723,2.333809360878845,0.14668819125655932
0.43590204708138536,2.5979821616426544,0.15659846811052766
0.4360280464735594,2.3669159206764516,0.15669638572263447
0.43655689542113607,2.179555261341042,0.15710773694558297
0.44213902093925517,2.2996718560503844,0.1614859404457574
0.44272859630413525,2.5410817539311634,0.16195223523212413
0.44353792925110547,2.749881800394829,0.16259354351240832
0.44414943499390336,2.6231751566669175,0.1630790221148943
0.4458154663510128,2.567364966276718,0.1644057456486214
0.44743077895880484,2.5636905904410705,0.16569774067196807
0.4484190661202896,2.4111427448680436,0.166490964307824
0.449371786385637,2.532629261467283,0.16725761856464605
0.45132816009287824,2.275424377344079,0.16883800286517497
0.45745240625240374,2.429619956979296,0.17383827983316566
0.46093790329001083,2.3800216574163033,0.1767200505928183
0.46273504644079294,2.609663569778139,0.17821611945326954
0.4664688157462843,2.64261954495343,0.18134661469432728
